Date,TTM,Expiry,Strike Price,Settle Price,Underlying Value
16-Nov-12,41,27-Dec-12,5800,34.1,5574.05
19-Nov-12,38,27-Dec-12,5800,34.05,5571.4
20-Nov-12,37,27-Dec-12,5800,29.8,5571.55
21-Nov-12,36,27-Dec-12,5800,37.8,5614.8
22-Nov-12,35,27-Dec-12,5800,38.7,5627.75
23-Nov-12,34,27-Dec-12,5800,35.3,5626.6
26-Nov-12,31,27-Dec-12,5800,35.05,5635.9
27-Nov-12,30,27-Dec-12,5800,67,5727.45
29-Nov-12,28,27-Dec-12,5800,126.35,5825
30-Nov-12,27,27-Dec-12,5800,148.85,5879.85
03-Dec-12,24,27-Dec-12,5800,150.05,5870.95
04-Dec-12,23,27-Dec-12,5800,160.25,5889.25
05-Dec-12,22,27-Dec-12,5800,174.9,5900.5
06-Dec-12,21,27-Dec-12,5800,193.3,5930.9
07-Dec-12,20,27-Dec-12,5800,167.5,5907.4
10-Dec-12,17,27-Dec-12,5800,160.1,5908.9
11-Dec-12,16,27-Dec-12,5800,146.35,5898.8
12-Dec-12,15,27-Dec-12,5800,145.15,5888
13-Dec-12,14,27-Dec-12,5800,106.7,5851.5
14-Dec-12,13,27-Dec-12,5800,129.9,5879.6
17-Dec-12,10,27-Dec-12,5800,109.95,5857.9
18-Dec-12,9,27-Dec-12,5800,137.3,5896.8
19-Dec-12,8,27-Dec-12,5800,152.9,5929.6
20-Dec-12,7,27-Dec-12,5800,135.6,5916.4
21-Dec-12,6,27-Dec-12,5800,69.3,5847.7
24-Dec-12,3,27-Dec-12,5800,71.9,5855.75
26-Dec-12,1,27-Dec-12,5800,112.15,5905.6
03-Sep-12,114,27-Dec-12,5900,27.4,5253.75
04-Sep-12,113,27-Dec-12,5900,31.2,5274
05-Sep-12,112,27-Dec-12,5900,27.15,5225.7
06-Sep-12,111,27-Dec-12,5900,29.35,5238.4
07-Sep-12,110,27-Dec-12,5900,34.8,5342.1
08-Sep-12,109,27-Dec-12,5900,34,5358.7
10-Sep-12,107,27-Dec-12,5900,34,5363.45
11-Sep-12,106,27-Dec-12,5900,39.15,5390
12-Sep-12,105,27-Dec-12,5900,44.35,5431
13-Sep-12,104,27-Dec-12,5900,45.4,5435.35
14-Sep-12,103,27-Dec-12,5900,76.45,5577.65
17-Sep-12,100,27-Dec-12,5900,94.6,5610
18-Sep-12,99,27-Dec-12,5900,98.75,5600.05
20-Sep-12,97,27-Dec-12,5900,87.7,5554.25
21-Sep-12,96,27-Dec-12,5900,136.65,5691.15
24-Sep-12,93,27-Dec-12,5900,130.4,5669.6
25-Sep-12,92,27-Dec-12,5900,124.55,5673.9
26-Sep-12,91,27-Dec-12,5900,111.4,5663.45
27-Sep-12,90,27-Dec-12,5900,109,5649.5
28-Sep-12,89,27-Dec-12,5900,117.25,5703.3
01-Oct-12,86,27-Dec-12,5900,124.05,5718.8
03-Oct-12,84,27-Dec-12,5900,128.35,5731.25
04-Oct-12,83,27-Dec-12,5900,158.2,5787.6
05-Oct-12,82,27-Dec-12,5900,136.05,5746.95
08-Oct-12,79,27-Dec-12,5900,104.85,5676
09-Oct-12,78,27-Dec-12,5900,110.4,5704.6
10-Oct-12,77,27-Dec-12,5900,92.8,5652.15
11-Oct-12,76,27-Dec-12,5900,115.4,5708.05
12-Oct-12,75,27-Dec-12,5900,95.5,5676.05
15-Oct-12,72,27-Dec-12,5900,91.85,5687.25
16-Oct-12,71,27-Dec-12,5900,71.7,5648
17-Oct-12,70,27-Dec-12,5900,75.2,5660.25
18-Oct-12,69,27-Dec-12,5900,98.2,5718.7
19-Oct-12,68,27-Dec-12,5900,78.1,5684.25
22-Oct-12,65,27-Dec-12,5900,87.15,5717.15
23-Oct-12,64,27-Dec-12,5900,73.7,5691.4
25-Oct-12,62,27-Dec-12,5900,78.5,5705.3
26-Oct-12,61,27-Dec-12,5900,59.75,5664.3
29-Oct-12,58,27-Dec-12,5900,60.85,5665.6
30-Oct-12,57,27-Dec-12,5900,40.9,5597.9
31-Oct-12,57,27-Dec-12,5900,40.5,5619.7
01-Nov-12,56,27-Dec-12,5900,45.15,5645.05
02-Nov-12,55,27-Dec-12,5900,59.1,5697.7
05-Nov-12,52,27-Dec-12,5900,60.45,5704.2
06-Nov-12,51,27-Dec-12,5900,74.05,5724.4
07-Nov-12,50,27-Dec-12,5900,78.3,5760.1
08-Nov-12,49,27-Dec-12,5900,65,5738.75
09-Nov-12,48,27-Dec-12,5900,49.35,5686.25
12-Nov-12,45,27-Dec-12,5900,45.4,5683.7
13-Nov-12,44,27-Dec-12,5900,37.45,5666.95
15-Nov-12,42,27-Dec-12,5900,28.2,5631
16-Nov-12,41,27-Dec-12,5900,16.9,5574.05
19-Nov-12,38,27-Dec-12,5900,16.9,5571.4
20-Nov-12,37,27-Dec-12,5900,14.2,5571.55
21-Nov-12,36,27-Dec-12,5900,18.3,5614.8
22-Nov-12,35,27-Dec-12,5900,18.1,5627.75
23-Nov-12,34,27-Dec-12,5900,16.6,5626.6
26-Nov-12,31,27-Dec-12,5900,15.7,5635.9
27-Nov-12,30,27-Dec-12,5900,32.4,5727.45
29-Nov-12,28,27-Dec-12,5900,72.9,5825
30-Nov-12,27,27-Dec-12,5900,87.45,5879.85
03-Dec-12,24,27-Dec-12,5900,88.5,5870.95
04-Dec-12,23,27-Dec-12,5900,95.1,5889.25
05-Dec-12,22,27-Dec-12,5900,109.25,5900.5
06-Dec-12,21,27-Dec-12,5900,120.25,5930.9
07-Dec-12,20,27-Dec-12,5900,99.95,5907.4
10-Dec-12,17,27-Dec-12,5900,89.65,5908.9
11-Dec-12,16,27-Dec-12,5900,77.35,5898.8
12-Dec-12,15,27-Dec-12,5900,76.25,5888
13-Dec-12,14,27-Dec-12,5900,49.75,5851.5
14-Dec-12,13,27-Dec-12,5900,62.25,5879.6
17-Dec-12,10,27-Dec-12,5900,49.05,5857.9
18-Dec-12,9,27-Dec-12,5900,63,5896.8
19-Dec-12,8,27-Dec-12,5900,72.1,5929.6
20-Dec-12,7,27-Dec-12,5900,58.25,5916.4
21-Dec-12,6,27-Dec-12,5900,19.3,5847.7
24-Dec-12,3,27-Dec-12,5900,14.25,5855.75
26-Dec-12,1,27-Dec-12,5900,26.35,5905.6
